Song Name,Artists,Released Dates,Popularity,Duration,Album Type,valence,energy,danceability,acousticness,mood,Spotify URL,Cover Image
Bulls on Parade,Rage Against the Machine,1996-08-20,80,287718,single,0.2,0.87,0.49,0.06,Intense / Angsty,https://open.spotify.com/track/lLx9Ibg63D1HhJTKKU7tOW,https://via.placeholder.com/150
You're Going Down,Sick Puppies,2009-06-16,35,286476,single,0.29,0.89,0.35,0.02,Intense / Angsty,https://open.spotify.com/track/9jRIoTniFgpKl8lJKqnu5m,https://via.placeholder.com/150
The Beautiful People,Marilyn Manson,1996-11-01,20,131917,single,0.12,0.97,0.26,0.13,Intense / Angsty,https://open.spotify.com/track/8pxkQpNxkanoBf4oiSp9Te,https://via.placeholder.com/150
Du Hast,Rammstein,1997-08-25,17,161439,single,0.1,0.95,0.39,0.07,Intense / Angsty,https://open.spotify.com/track/caedNVmJU3tUu3WZIwXgjG,https://via.placeholder.com/150
Down with the Sickness,Disturbed,2000-08-08,22,133265,single,0.12,0.88,0.34,0.04,Intense / Angsty,https://open.spotify.com/track/S8Y3naP935K0U7kuUMwKfg,https://via.placeholder.com/150
Master of Puppets,Metallica,1986-03-03,60,252499,album,0.16,0.96,0.42,0.02,Intense / Angsty,https://open.spotify.com/track/d9PNlWDDSfm41preSiA2Gb,https://via.placeholder.com/150
Enter Sandman,Metallica,1991-07-29,15,225010,single,0.07,0.84,0.38,0.07,Intense / Angsty,https://open.spotify.com/track/DkjMXjSEYgcwjR0nrnHIGZ,https://via.placeholder.com/150
Before I Forget,Slipknot,2004-09-13,28,172181,single,0.13,0.99,0.45,0.06,Intense / Angsty,https://open.spotify.com/track/mgZgCCCItVzehdJm5gIU7n,https://via.placeholder.com/150
Smells Like Teen Spirit,Nirvana,1991-09-10,85,208178,single,0.12,0.86,0.47,0.13,Intense / Angsty,https://open.spotify.com/track/g1giftkTe0BXVrHalTy5u3,https://via.placeholder.com/150
Basket Case,Green Day,1994-10-04,84,271423,single,0.22,0.79,0.42,0.15,Intense / Angsty,https://open.spotify.com/track/OuDleKhounx1YJ0rPCk8sH,https://via.placeholder.com/150
American Idiot,Green Day,2004-09-14,36,227577,single,0.08,0.87,0.4,0.07,Intense / Angsty,https://open.spotify.com/track/gxn6e32vuDtIhNjUqehYU9,https://via.placeholder.com/150
Freak on a Leash,Korn,1999-10-12,92,301747,single,0.08,0.97,0.37,0.06,Intense / Angsty,https://open.spotify.com/track/QneM9PRjTO8TxStNstfUeW,https://via.placeholder.com/150
Prayer of the Refugee,Rise Against,2006-09-19,83,297372,single,0.18,0.98,0.5,0.05,Intense / Angsty,https://open.spotify.com/track/iY5Z0W9xzJSCS9tFW7cpQv,https://via.placeholder.com/150
Someone Like You,Adele,2011-01-24,44,155985,single,0.15,0.14,0.23,0.8,Melancholic / Heartbroken,https://open.spotify.com/track/GnvlPPDq5hOoODGaVteGrx,https://via.placeholder.com/150
Nothing Compares 2 U,Sinead O'Connor,1990-01-08,93,244701,single,0.07,0.39,0.37,0.26,Melancholic / Heartbroken,https://open.spotify.com/track/epMw9SUSpD6xFpkOivu27C,https://via.placeholder.com/150
Hurt,Nine Inch Nails,1995-02-01,14,224069,album,0.27,0.14,0.34,0.27,Melancholic / Heartbroken,https://open.spotify.com/track/yfL7v937S4CATkmG7VSdpi,https://via.placeholder.com/150
Jealous,Labrinth,2014-08-31,44,170544,single,0.17,0.36,0.09,0.5,Melancholic / Heartbroken,https://open.spotify.com/track/zHVKudpQtLAvVySkrwMLn2,https://via.placeholder.com/150
Say Something,A Great Big World ft. Christina Aguilera,2013-11-05,61,295441,single,0.2,0.21,0.19,0.38,Melancholic / Heartbroken,https://open.spotify.com/track/GLIeU7PAQYPcwR9VTlukAQ,https://via.placeholder.com/150
All I Want,Kodaline,2013-01-01,49,161868,single,0.2,0.3,0.07,0.23,Melancholic / Heartbroken,https://open.spotify.com/track/Zrg754txTsHo68SXnOO9Ie,https://via.placeholder.com/150
Liability,Lorde,2017-03-02,80,243424,single,0.07,0.32,0.25,0.44,Melancholic / Heartbroken,https://open.spotify.com/track/wizq0NwPrwm3yFhchtXE6k,https://via.placeholder.com/150
The Scientist,Coldplay,2002-11-11,78,159282,single,0.06,0.35,0.35,0.29,Melancholic / Heartbroken,https://open.spotify.com/track/KU2hcHrNtlfF5gczDdIgad,https://via.placeholder.com/150
Black,Pearl Jam,1991-08-27,12,223795,album,0.18,0.26,0.27,0.37,Melancholic / Heartbroken,https://open.spotify.com/track/Q0AvNlECbWsEiD75E7eCSa,https://via.placeholder.com/150
Creep,Radiohead,1992-09-21,63,218162,single,0.08,0.12,0.26,0.66,Melancholic / Heartbroken,https://open.spotify.com/track/5Yc366YYFr9q3iIp3WHLiZ,https://via.placeholder.com/150
Back to Black,Amy Winehouse,2006-10-30,12,198214,single,0.17,0.31,0.12,0.15,Melancholic / Heartbroken,https://open.spotify.com/track/druibiY0OPdWJRM74uwHCz,https://via.placeholder.com/150
I Will Always Love You,Whitney Houston,1992-11-03,40,174023,single,0.2,0.28,0.36,0.77,Melancholic / Heartbroken,https://open.spotify.com/track/EGmCcmrt3DPvCZcOiNw3xD,https://via.placeholder.com/150
Total Eclipse of the Heart,Bonnie Tyler,1983-02-28,83,203598,single,0.07,0.4,0.13,0.79,Melancholic / Heartbroken,https://open.spotify.com/track/kmxr0UPT4JqhOaTRDj8l4v,https://via.placeholder.com/150
When the Party's Over,Billie Eilish,2018-11-01,54,288641,single,0.27,0.28,0.19,0.5,Melancholic / Heartbroken,https://open.spotify.com/track/qYyhUsaaJTYLwieP2OT2tJ,https://via.placeholder.com/150
Lovely,Billie Eilish & Khalid,2018-04-19,81,258934,single,0.24,0.37,0.24,0.83,Melancholic / Heartbroken,https://open.spotify.com/track/IYPQNVpF7c2XFiu1MDRYrm,https://via.placeholder.com/150
Let Her Go,Passenger,2012-08-31,95,266499,single,0.19,0.36,0.11,0.68,Melancholic / Heartbroken,https://open.spotify.com/track/NeN36VT96AN7M9vHvwe6Ps,https://via.placeholder.com/150
Chasing Cars,Snow Patrol,2006-05-08,46,219788,single,0.19,0.15,0.35,0.54,Melancholic / Heartbroken,https://open.spotify.com/track/dipWTQXg4fdGzuew1U6NXU,https://via.placeholder.com/150
Bleeding Love,Leona Lewis,2007-10-01,43,265047,single,0.14,0.26,0.12,0.25,Melancholic / Heartbroken,https://open.spotify.com/track/7lluaSJMVOYk1Pfjp8rVQw,https://via.placeholder.com/150
Stay,Rihanna ft. Mikky Ekko,2013-01-15,31,312091,single,0.24,0.39,0.26,0.49,Melancholic / Heartbroken,https://open.spotify.com/track/yWKIuifL64ip9DhC12E80q,https://via.placeholder.com/150
How to Save a Life,The Fray,2005-09-13,18,305380,single,0.04,0.08,0.1,0.59,Melancholic / Heartbroken,https://open.spotify.com/track/JANgdXDnoq7n6eqfBAijaA,https://via.placeholder.com/150
Someone You Loved,Lewis Capaldi,2018-11-08,74,302939,single,0.03,0.31,0.23,0.35,Melancholic / Heartbroken,https://open.spotify.com/track/rbz86LG6GhJPMnhQ0WRyZF,https://via.placeholder.com/150
Oh Happy Day,Edwin Hawkins Singers,1969-01-01,38,198636,single,0.46,0.27,0.38,0.95,Soulful / Devotional,https://open.spotify.com/track/r02Fp2pwCFZYYjeDoAsKFf,https://via.placeholder.com/150
Amazing Grace,Traditional,1970-01-01,22,258453,single,0.6,0.34,0.31,0.94,Soulful / Devotional,https://open.spotify.com/track/6CON53s4keRC7Er7R5ikqC,https://via.placeholder.com/150
A Change Is Gonna Come,Sam Cooke,1964-12-22,28,317198,single,0.4,0.41,0.21,0.63,Soulful / Devotional,https://open.spotify.com/track/0t0Z7ETKkPk12Yr5iVYwvI,https://via.placeholder.com/150
Bridge Over Troubled Water,Simon & Garfunkel,1970-01-26,54,134076,single,0.59,0.36,0.23,0.85,Soulful / Devotional,https://open.spotify.com/track/GbO1EVmxn9mZxUBoRycfOW,https://via.placeholder.com/150
What's Going On,Marvin Gaye,1971-01-20,58,142464,single,0.52,0.26,0.26,0.78,Soulful / Devotional,https://open.spotify.com/track/xnSzPtEFRJYtyoJvYUXGFA,https://via.placeholder.com/150
I Say a Little Prayer,Aretha Franklin,1968-06-10,21,169123,single,0.63,0.28,0.44,0.59,Soulful / Devotional,https://open.spotify.com/track/bcjjgaGBFWjFmmyU3YASaY,https://via.placeholder.com/150
Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,1967-10-19,41,269935,single,0.58,0.37,0.38,0.95,Soulful / Devotional,https://open.spotify.com/track/hKrYKIRTRfJEKbRaTeyEXQ,https://via.placeholder.com/150
Lean on Me,Bill Withers,1972-04-11,68,148042,single,0.63,0.37,0.36,0.8,Soulful / Devotional,https://open.spotify.com/track/ITA8ZV1nYz3VcVb003pmIT,https://via.placeholder.com/150
Stand by Me,Ben E. King,1961-04-24,60,203660,single,0.45,0.43,0.26,0.68,Soulful / Devotional,https://open.spotify.com/track/Svsof9kyPUYR0yZXH7kMli,https://via.placeholder.com/150
Redemption Song,Bob Marley & The Wailers,1980-10-03,36,234938,album,0.4,0.38,0.21,0.84,Soulful / Devotional,https://open.spotify.com/track/zS1sE02yyarfIoTPQqJtby,https://via.placeholder.com/150
You've Got a Friend,Carole King,1971-06-01,78,252805,album,0.46,0.28,0.39,0.78,Soulful / Devotional,https://open.spotify.com/track/763saiCy9Xs5zimo6FGxPq,https://via.placeholder.com/150
Higher Love,Steve Winwood,1986-07-01,92,297595,single,0.55,0.2,0.4,0.78,Soulful / Devotional,https://open.spotify.com/track/pZ9wV9ybGAGQOgvhjlskOc,https://via.placeholder.com/150
Georgia on My Mind,Ray Charles,1960-09-01,29,210431,single,0.46,0.29,0.42,0.83,Soulful / Devotional,https://open.spotify.com/track/BeGSa69FH18uJWTVdyNheW,https://via.placeholder.com/150
People Get Ready,The Impressions,1965-02-01,48,131713,single,0.49,0.28,0.42,0.68,Soulful / Devotional,https://open.spotify.com/track/ztHB2VpGrzK7vPhLjKVjb9,https://via.placeholder.com/150
Wade in the Water,Traditional,1965-01-01,94,233281,single,0.49,0.39,0.4,0.62,Soulful / Devotional,https://open.spotify.com/track/ZBvn4MclbYAtNNRwtzyEkG,https://via.placeholder.com/150
Nessun Dorma,Luciano Pavarotti,1972-01-01,24,188774,single,0.59,0.31,0.32,0.63,Soulful / Devotional,https://open.spotify.com/track/q3fh9oUmYnZlHWW2dnL0rt,https://via.placeholder.com/150
Ave Maria,Andrea Bocelli,1997-01-01,50,150896,album,0.59,0.43,0.39,0.82,Soulful / Devotional,https://open.spotify.com/track/PTHLXsJgYamIkYbLfois6p,https://via.placeholder.com/150
Allah Hoo,Nusrat Fateh Ali Khan,1990-01-01,33,202465,single,0.63,0.2,0.25,0.67,Soulful / Devotional,https://open.spotify.com/track/1cnD3W8AfIM0Y9jgpfarfa,https://via.placeholder.com/150
O-o-h Child,The Five Stairsteps,1970-01-01,38,196569,single,0.56,0.28,0.25,0.78,Soulful / Devotional,https://open.spotify.com/track/CROiSKxdkvxxfjgHkHRxi0,https://via.placeholder.com/150
Try a Little Tenderness,Otis Redding,1966-11-11,66,263223,single,0.65,0.31,0.44,0.85,Soulful / Devotional,https://open.spotify.com/track/NbGv1pwPT3CcQW30Fc3Hxz,https://via.placeholder.com/150
Let It Be,The Beatles,1970-03-06,88,285877,single,0.42,0.39,0.39,0.69,Soulful / Devotional,https://open.spotify.com/track/bKnIyN0NzDkWiRmiKUtSSk,https://via.placeholder.com/150
Respect,Aretha Franklin,1967-04-29,22,155543,single,0.43,0.41,0.52,0.82,Soulful / Devotional,https://open.spotify.com/track/9wya6DR3pIs3IPJtU1Pw1r,https://via.placeholder.com/150
